id,brand,line,format,life_stage,breed_size,primary_proteins,grain_free,ingredients,allergen_tags,protein_pct,fat_pct,ash_pct,fiber_pct,moisture_pct,calcium_pct,phosphorus_pct,omega_6_fatty_acids,omega_3_fatty_acids,DHA,EPA,kcal_per_cup,kcal_per_kg,kibble_size,tags,size_kg,price,price_per_kg,retailer,image,source_url,updated_at
Go-Solutions-Carnivore-Grain-Free-Chicken-Turkey-Duck-Adult,Go! Solutions,"Carnivore Chicken, Turkey + Duck Grain-Free Adult",dry,adult,all,"Chicken,Turkey,Duck",TRUE,"chicken meal, turkey meal, salmon meal, de-boned chicken, de-boned turkey, de-boned trout, potatoes, peas, tapioca, lentils, chickpeas, chicken fat (preserved with mixed tocopherols), duck meal, natural chicken flavour, whole dried egg, apples, herring meal, salmon oil, suncured alfalfa, de-boned duck, de-boned salmon, sweet potatoes, flaxseed, potassium chloride, pumpkin, carrots, bananas, blueberries, cranberries, broccoli, blackberries, squash, papayas, pomegranate, dried chicory root, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, dried Aspergillus oryzae fermentation extract, dried Bacillus subtilis fermentation extract, choline chloride, vitamins, minerals, salt, taurine, yucca schidigera extract, dried rosemary, green tea extract, peppermint, parsley, rosehips, zedoary, dandelion, chamomile, ginger, fennel, turmeric, juniper berries, licorice, cardamom, cloves","chicken,turkey,fish,egg,duck",34.0,16.0,7.7,3.0,10.0,2.0,1.2,2.7,0.4,0,0,435,3951,regular,"high-protein,grain-free,adult,probiotics,heart-health,skin-coat,dry",10.0,94.99,9.5,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/3FBAbOnh1OWibTUFYG0kfd/6573021fe0a56338613648a04602726c/go-solutions-carnivore-grain-free-chicken-turkey-duck-recipe-dry-dog-food.png,https://www.petvalu.ca/product/go-solutions-carnivore-grain-free-chicken-turkey-duck-recipe-adult-dog-food/FCM02348,2026-03-21
Go-Solutions-Carnivore-Grain-Free-Chicken-Turkey-Duck-Puppy,Go! Solutions,"Carnivore Chicken, Turkey + Duck Grain-Free Puppy Food",dry,puppy,all,"Chicken,Turkey,Duck",TRUE,"chicken meal, turkey meal, salmon meal, de-boned chicken, de-boned turkey, de-boned trout, potatoes, chicken fat (preserved with mixed tocopherols), peas, tapioca, lentils, duck meal, chickpeas, natural chicken flavour, whole dried egg, apples, herring meal, flaxseed, salmon oil, suncured alfalfa, de-boned duck, de-boned salmon, sweet potatoes, potassium chloride, pumpkin, carrots, bananas, blueberries, cranberries, broccoli, blackberries, squash, papayas, pomegranate, dried chicory root, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, dried Aspergillus oryzae fermentation extract, dried Bacillus subtilis fermentation extract, choline chloride, vitamins, minerals, salt, taurine, yucca schidigera extract, dried rosemary, green tea extract, peppermint, parsley, rosehips, zedoary, dandelion, chamomile, ginger, fennel, turmeric, juniper berries, licorice, cardamom, cloves","chicken,turkey,fish,egg,duck",36.0,18.0,7.6,3.0,10.0,1.8,1.3,2.8,0.5,0.2,0,451,4100,regular,"high-protein,grain-free,puppy,probiotics,heart-health,skin-coat,dry",10.0,96.99,9.7,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/5DDQUBNT2gBDeyrH9mEvSr/6a8d1fe09174248c9d589170d17daf61/go-solutions-carnivore-grain-free-chicken-turkey-duck-recipe-dry-puppy-food.png,https://www.petvalu.ca/product/go-solutions-carnivore-grain-free-chicken-turkey-duck-recipe-puppy-dog-food/FCM02347,2026-03-21
Go-Solutions-Carnivore-Grain-Free-Chicken-Turkey-Duck-Senior,Go! Solutions,"Carnivore Chicken, Turkey + Duck Grain-Free Senior",dry,senior,all,"Chicken,Turkey,Duck",TRUE,"chicken meal, turkey meal, salmon meal, de-boned chicken, de-boned turkey, de-boned trout, potatoes, peas, tapioca, lentils, chickpeas, pea fibre, chicken fat (preserved with mixed tocopherols), duck meal, natural chicken flavour, whole dried egg, apples, herring meal, flaxseed, salmon oil, suncured alfalfa, de-boned duck, de-boned salmon, sweet potatoes, potassium chloride, pumpkin, carrots, bananas, blueberries, cranberries, broccoli, blackberries, squash, papayas, pomegranate, glucosamine hydrochloride, dried chicory root, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, dried Aspergillus oryzae fermentation extract, dried Bacillus subtilis fermentation extract, L-carnitine, choline chloride, vitamins, minerals, salt, taurine, New Zealand green mussels, yucca schidigera extract, chondroitin sulphate, dried rosemary, green tea extract, peppermint, parsley, rosehips, zedoary, dandelion, chamomile, ginger, fennel, turmeric, juniper berries, licorice, cardamom, cloves","chicken,turkey,fish,egg,duck",32.0,14.0,8.9,4.5,10.0,0,1.2,2.2,0.4,0,0,394,3756,regular,"high-protein,grain-free,senior,probiotics,joint-support,heart-health,skin-coat,l-carnitine,dry",10.0,96.99,9.7,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/ku7G5X5uKKEYYqajNvqLn/0c1da99901a819233e75b312bc5ac1e4/go-solutions-carnivore-grain-free-chicken-turkey-duck-recipe-dry-senior-dog-food.png,https://www.petvalu.ca/product/go-solutions-carnivore-grain-free-chicken-turkey-duck-recipe-senior-dog-food/FCM02349,2026-03-21
Go-Solutions-Carnivore-Grain-Free-Lamb-Wild-Boar,Go! Solutions,Carnivore Lamb + Wild Boar Grain-Free Dry,dry,all,all,"Lamb,Pork",TRUE,"de-boned lamb, lamb meal, de-boned salmon, herring meal, lentils, peas, chickpeas, tapioca, salmon meal, chicken fat (preserved with mixed tocopherols), de-boned wild boar, natural flavour, flaxseed, salmon oil, dried chicory root, apples, carrots, cranberries, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, vitamins, minerals, potassium chloride, salt, choline chloride, taurine, dried Aspergillus oryzae fermentation extract, dried Bacillus subtilis fermentation extract, dried rosemary, yucca schidigera extract","chicken,lamb,fish,pork",32.0,16.0,9.0,3.5,10.0,1.8,1.1,2.6,0.6,0,0,453,4123,regular,"high-protein,grain-free,all-life-stages,probiotics,heart-health,skin-coat,dry",10.0,114.99,11.5,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/3p4dB27KBfbTyK3iTRXGnC/86daa1430b06b84bcd62c51a21086abc/go-solutions-carnivore-grain-free-lamb-wild-boar-recipe-for-dogs.png,https://www.petvalu.ca/product/go-solutions-carnivore-grain-free-lamb-wild-boar-recipe-dog-food/FCM04828,2026-03-21
Go-Solutions-Carnivore-Grain-Free-Salmon-Cod,Go! Solutions,Carnivore Salmon + Cod Grain-Free Dry,dry,all,all,"Salmon,Cod",TRUE,"de-boned salmon, de-boned cod, salmon meal, peas, herring meal, pea flour, canola oil (preserved with mixed tocopherols), lentils, chickpeas, tapioca, natural flavour, de-boned trout, flaxseed, pea fibre, salmon oil, apples, carrots, cranberries, monocalcium phosphate, salt, dried chicory root, potassium chloride, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, vitamins, minerals, taurine, choline chloride, dried Aspergillus oryzae fermentation extract, dried Bacillus subtilis fermentation extract, yucca schidigera extract, dried rosemary",fish,34.0,16.0,7.7,3.5,10.0,1.5,1.3,2.2,0.7,0,0,455,4134,regular,"high-protein,grain-free,all-life-stages,probiotics,heart-health,skin-coat,dry",10.0,108.99,10.9,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/5oTWBe59S2hu0tCmHEANkx/99fdfe4dc5d66d44d38c3cc6e579c73f/go-solutions-carnivore-grain-free-salmon-cod-recipe-for-dogs.png,https://www.petvalu.ca/product/go-solutions-carnivore-grain-free-salmon-cod-recipe-dog-food/FCM04829,2026-03-21
Go-Solutions-Dental-Immune-Health-Chicken-Salmon-Grains,Go! Solutions,Dental + Immune Health Chicken + Salmon with Grains,dry,adult,all,"Chicken,Salmon",FALSE,"chicken meal, barley, rye, oatmeal, chicken fat (preserved with mixed tocopherols), ground miscanthus grass, natural flavour, de-boned chicken, de-boned salmon, apples, sodium hexametaphosphate, vitamin E, potassium chloride, salt, marine microalgae oil, calcium carbonate, taurine, choline chloride, vitamins, minerals, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, yeast culture, parsley, peppermint, green tea extract, L-lysine, yucca schidigera extract, dried rosemary","chicken,fish",24.0,14.0,0,7.0,10.0,1.2,0.9,2.1,0.1,0,0,282,3533,regular,"high-fiber,adult,probiotics,heart-health,dental-health,dry",8.16,79.99,9.8,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/7fETfzWU6InMICVHuloeOF/67a2692bd42923ee59c8cc1029de960b/go-solutions-dental-immune-health-chicken-salmon-recipe-with-grains-for-dogs.png,https://www.petvalu.ca/product/go-solutions-dental-plus-immune-health-chicken-salmon-recipe-adult-dog-food/FCM09223,2026-03-21
Go-Solutions-Digestion-Gut-Health-Chicken-Ancient-Grains,Go! Solutions,Digestion + Gut Health Chicken Dry with Grains,dry,all,all,Chicken,FALSE,"chicken meal, oatmeal, rye, whole oats, de-boned chicken, millet, chicken fat (preserved with mixed tocopherols), flaxseed, natural flavour, tomato, psyllium husk, quinoa, apples, carrots, cranberries, salt, potassium chloride, yeast extract, hydrolyzed yeast, brewers dried yeast, ground grain sorghum, dried chicory root, choline chloride, marine microalgae oil, vitamins, minerals, dried Bacillus coagulans fermentation product, taurine, L-lysine, DL-methionine, yucca schidigera extract, dried rosemary",chicken,24.0,12.0,0,5.0,10.0,1.2,1.0,2.3,0.8,0,0,434,3947,regular,"high-fiber,all-life-stages,heart-health,digestive-health,dry",9.98,88.99,8.92,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/5rSw4KVRuxf4loNYw4Go2m/188695b058a52db11fd3f84098f3ba85/go-solutions-digestion-gut-health-chicken-recipe-with-ancient-grains-for-dogs-recyclable.png,https://www.petvalu.ca/product/go-solutions-digestion-gut-health-chicken-recipe-with-ancient-grains-dog-food/FCM07466,2026-03-21
Go-Solutions-Digestion-Gut-Health-Salmon-Ancient-Grains,Go! Solutions,Digestion + Gut Health Salmon Dry with Grains,dry,all,all,Salmon,FALSE,"salmon meal, oatmeal, rye, whole oats, millet, canola oil (preserved with mixed tocopherols), de-boned salmon, flaxseed, natural flavour, tomato, monocalcium phosphate, psyllium husk, quinoa, apples, carrots, cranberries, salt, potassium chloride, calcium carbonate, yeast extract, hydrolyzed yeast, brewer's dried yeast, dried chicory root, ground grain sorghum, choline chloride, vitamins, minerals, dried Bacillus coagulans fermentation product, taurine, L-lysine, DL-methionine, yucca schidigera extract, dried rosemary",fish,24.0,12.0,0,5.0,10.0,1.2,1.0,1.7,1.2,0,0,434,3947,regular,"high-fiber,all-life-stages,heart-health,digestive-health,dry",10.0,92.99,9.3,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/4nRLii8TAYrP0H0ArlNdz1/60cd48e84d4aaefac6e12924b5538f20/go-solutions-digestion-gut-health-salmon-recipe-with-ancient-grains-dry-dog-food.png,https://www.petvalu.ca/product/go-solutions-digestion-gut-health-salmon-recipe-with-ancient-grains-dog-food/FCM06389,2026-03-21
Go-Solutions-Sensitivities-Limited-Ingredient-Grain-Free-Duck,Go! Solutions,Sensitivities Duck Grain-Free Limited Ingredient,dry,all,all,Duck,TRUE,"de-boned duck, duck meal, peas, lentils, tapioca, pea flour, canola oil (preserved with mixed tocopherols), chickpeas, natural flavour, coconut oil (preserved with mixed tocopherols), monocalcium phosphate, salt, calcium carbonate, potassium chloride, dried chicory root, choline chloride, marine microalgae oil, vitamins, minerals, taurine, dried rosemary",duck,24.0,12.0,7.1,4.5,10.0,1.2,1.0,1.8,0.3,0,0,439,3991,regular,"limited-ingredient,grain-free,all-life-stages,heart-health,dry",10.0,112.99,11.3,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/1OAQPGlOheSqetxLEsiniW/d8cd369496965722d4b1bfb83ce5a2fd/go-solutions-sensitivities-limited-ingredient-grain-free-duck-recipe-for-dogs-recyclable.png,https://www.petvalu.ca/product/go-solutions-sensitivities-limited-ingredient-grain-free-duck-recipe-dog-food/FCM04166,2026-03-21
Go-Solutions-Sensitivities-Limited-Ingredient-Grain-Free-Insect,Go! Solutions,Sensitivities Insect Grain-Free Limited Ingredient,dry,adult,all,Insect,TRUE,"dried black soldier fly larvae, peas, lentils, chickpeas, tapioca, pea flour, canola oil (preserved with mixed tocopherols), coconut oil (preserved with mixed tocopherols), monocalcium phosphate, natural flavour, calcium carbonate, salt, dried chicory root, choline chloride, marine microalgae oil, vitamins, minerals, DL-methionine, taurine, dried rosemary",,22.0,12.0,0,5.5,10.0,1.0,0.9,1.9,0.5,0,0,436,3968,regular,"high-fiber,limited-ingredient,grain-free,adult,heart-health,dry",9.98,119.99,12.02,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/52SnLKo0PuBwOW1AaOyHom/c67ac0aa0d5001e9e6296bb3930830eb/go-solutions-sensitivities-limited-ingredient-grain-free-insect-recipe-dry-dog-food.png,https://www.petvalu.ca/product/go-solutions-sensitivities-limited-ingredient-grain-free-insect-recipe-adult-dog-food/FCM06855,2026-03-21
Go-Solutions-Sensitivities-Limited-Ingredient-Grain-Free-Lamb,Go! Solutions,Sensitivities Lamb Grain-Free Limited Ingredient,dry,all,all,Lamb,TRUE,"de-boned lamb, lamb meal, tapioca, peas, lentils, pea flour, chickpeas, canola oil (preserved with mixed tocopherols), coconut oil (preserved with mixed tocopherols), natural lamb flavour, salt, dried chicory root, potassium chloride, choline chloride, dicalcium phosphate, marine microalgae oil, vitamins, minerals, DL-methionine, L-lysine, taurine, dried rosemary",lamb,24.0,12.0,6.5,4.0,10.0,1.2,0.9,2.0,0.4,0,0,435,3953,regular,"limited-ingredient,grain-free,all-life-stages,heart-health,dry",10.0,113.99,11.4,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/1MHfmhWnQnMxCp8ED0NlXh/f781c74193dc91b2831fa88a726a2655/go-solutions-sensitivities-limited-ingredient-grain-free-lamb-recipe-dry-dog-food.png,https://www.petvalu.ca/product/go-solutions-sensitivities-limited-ingredient-grain-free-lamb-recipe-dog-food/FCM04168,2026-03-21
Go-Solutions-Sensitivities-Limited-Ingredient-Grain-Free-Salmon,Go! Solutions,Sensitivities Salmon Grain-Free Limited Ingredient,dry,all,all,Salmon,TRUE,"de-boned salmon, salmon meal, tapioca, peas, lentils, chickpeas, pea flour, canola oil (preserved with mixed tocopherols), coconut oil (preserved with mixed tocopherols), calcium carbonate, dicalcium phosphate, natural fish flavour, salt, dried chicory root, choline chloride, potassium chloride, vitamins, minerals, taurine, dried rosemary",fish,24.0,12.0,6.6,4.5,10.0,1.2,1.0,1.5,0.9,0,0,449,4084,regular,"limited-ingredient,grain-free,all-life-stages,heart-health,dry",10.0,104.99,10.5,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/2zYSTugvqMsiHQFPDE82EU/c9a6cf12692c7dfb54aca4b91d8653db/go-solutions-sensitivities-limited-ingredient-grain-free-salmon-recipe-for-dogs.png,https://www.petvalu.ca/product/go-solutions-sensitivities-limited-ingredient-grain-free-salmon-recipe-dog-food/FCM04167,2026-03-21
Go-Solutions-Sensitivities-Limited-Ingredient-Grain-Free-Small-Bites-Salmon,Go! Solutions,Sensitivities Small Bites Salmon Grain-Free Limited Ingredient,dry,all,small,Salmon,TRUE,"de-boned salmon, salmon meal, tapioca, peas, lentils, chickpeas, pea flour, canola oil (preserved with mixed tocopherols), coconut oil (preserved with mixed tocopherols), monocalcium phosphate, calcium carbonate, natural fish flavour, salt, dried chicory root, choline chloride, potassium chloride, vitamins, minerals, taurine, dried rosemary",fish,24.0,10.0,0,4.0,10.0,1.2,1.0,1.5,0.7,0,0,423,3846,small,"low-fat,limited-ingredient,grain-free,all-life-stages,small-breed,heart-health,dry",10.0,104.99,10.5,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/5Qma3sK6xRKT1fqbQQ8If8/3930bea657266114b41a151b94bcba20/go-solutions-sensitivities-limited-ingredient-grain-free-salmon-small-bites-recipe-for-dogs.png,https://www.petvalu.ca/product/go-solutions-sensitivities-limited-ingredient-grain-free-salmon-recipe-small-bite-dog-food/FCM04833,2026-03-21
Go-Solutions-Sensitivities-Limited-Ingredient-Grain-Free-Turkey,Go! Solutions,Sensitivities Turkey Grain-Free Limited Ingredient,dry,all,all,Turkey,TRUE,"de-boned turkey, turkey meal, tapioca, peas, lentils, chickpeas, canola oil (preserved with mixed tocopherols), coconut oil (preserved with mixed tocopherols), natural flavour, dicalcium phosphate, salt, potassium chloride, dried chicory root, choline chloride, marine microalgae oil, vitamins, minerals, taurine, dried rosemary",turkey,26.0,14.0,7.1,4.0,10.0,1.2,1.0,2.4,0.4,0,0,451,4098,regular,"limited-ingredient,grain-free,all-life-stages,heart-health,dry",10.0,101.99,10.2,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/7H4M6pndyWkYGtE2QNj9u4/06eda4cd6f618a390318a16b861008aa/go-solutions-sensitivities-limited-ingredient-grain-free-turkey-recipe-for-dogs.png,https://www.petvalu.ca/product/go-solutions-sensitivities-limited-ingredient-grain-free-turkey-recipe-dog-food/FCM04119,2026-03-21
Go-Solutions-Sensitivities-Limited-Ingredient-Grain-Free-Venison,Go! Solutions,Sensitivities Venison Grain-Free Limited Ingredient,dry,all,all,Venison,TRUE,"de-boned venison, venison meal, tapioca, peas, pea flour, lentils, chickpeas, canola oil (preserved with mixed tocopherols), coconut oil (preserved with mixed tocopherols), dried chicory root, salt, potassium chloride, choline chloride, marine microalgae oil, vitamins, minerals, DL-methionine, taurine, L-lysine, dried rosemary",venison,22.0,12.0,0,4.5,10.0,1.6,1.0,1.8,0.5,0,0,442,4022,regular,"limited-ingredient,grain-free,all-life-stages,heart-health,dry",10.0,144.99,14.5,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/5CqqXYbsmYeNv9zG0trmbM/be872e54ee02bee496d77763bc24ef2a/go-solutions-sensitivities-limited-ingredient-grain-free-venison-recipe-for-dogs.png,https://www.petvalu.ca/product/go-solutions-sensitivities-limited-ingredient-grain-free-venison-recipe-dog-food/FCM04165,2026-03-21
Go-Solutions-Skin-Coat-Care-Chicken-Grains,Go! Solutions,Skin + Coat Care Chicken Dry with Grains,dry,all,all,Chicken,FALSE,"chicken meal, de-boned chicken, whole brown rice, white rice, oatmeal, chicken fat (preserved with mixed tocopherols), salmon meal, natural chicken flavour, flaxseed, pea fibre, suncured alfalfa, apples, carrots, cranberries, salt, potassium chloride, dried chicory root, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, vitamins, minerals, taurine, DL-methionine, L-lysine, yucca schidigera extract, dried rosemary","chicken,fish",24.0,14.0,6.8,3.5,10.0,1.2,1.0,2.3,0.3,0,0,467,3889,regular,"all-life-stages,probiotics,heart-health,skin-coat-care,dry",9.98,84.99,8.52,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/5PVG2dtPktLbrychgAS6WD/154d9d0e801d3378e1c3dbc3113ae032/go-solutions-skin-coat-care-chicken-recipe-with-grains-for-dogs-recyclable.png,https://www.petvalu.ca/product/go-solutions-skin-coat-care-chicken-with-grains-recipe-dog-food/FCM02337,2026-03-21
Go-Solutions-Skin-Coat-Care-Duck-Grains,Go! Solutions,Skin + Coat Care Duck Dry with Grains,dry,all,all,Duck,FALSE,"duck meal, oatmeal, whole brown rice, whole oats, de-boned duck, canola oil (preserved with mixed tocopherols), apples, coconut oil (preserved with mixed tocopherols), natural flavour, dicalcium phosphate, salmon oil, flaxseed, salt, dried chicory root, quinoa, potassium chloride, choline chloride, carrots, cranberries, vitamins, minerals, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, taurine, L-lysine, yucca schidigera extract, dried rosemary","fish,duck",22.0,12.0,7.6,4.0,10.0,1.3,1.0,1.6,0.3,0,0,438,3649,regular,"all-life-stages,probiotics,heart-health,skin-coat,skin-coat-care,dry",9.98,95.99,9.62,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/7rz9oUjRQCxmU2aOy9oc0f/4bc6c3b0a0621eea3f2e21ee9c054b05/go-solutions-skin-coat-care-duck-recipe-with-grains-dry-dog-food.png,https://www.petvalu.ca/product/go-solutions-skin-coat-care-duck-with-grains-recipe-dog-food/FCM04785,2026-03-21
Go-Solutions-Skin-Coat-Care-Lamb-Grains,Go! Solutions,Skin + Coat Care Lamb Dry with Grains,dry,all,all,Lamb,FALSE,"lamb meal, oatmeal, whole brown rice, de-boned lamb, canola oil (preserved with mixed tocopherols), coconut oil (preserved with mixed tocopherols), natural lamb flavour, flaxseed, salmon oil, potassium chloride, salt, apples, carrots, cranberries, dried chicory root, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, vitamins, minerals, choline chloride, taurine, L-lysine, DL-methionine, yucca schidigera extract, dried rosemary","lamb,fish",22.0,14.0,7.0,3.0,10.0,1.6,1.0,2.0,0.5,0,0,451,4098,regular,"all-life-stages,probiotics,heart-health,skin-coat,skin-coat-care,dry",9.98,96.99,9.72,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/ty4ughJjxboo8PTgpGOAL/a4c23fecf4f23384e9d34c43a5224ab2/go-solutions-skin-coat-care-lamb-recipe-with-grains-for-dogs-recyclable.png,https://www.petvalu.ca/product/go-solutions-skin-coat-care-lamb-with-grains-recipe-dog-food/FCM02339,2026-03-21
Go-Solutions-Skin-Coat-Care-Large-Breed-Adult-Salmon-Grains,Go! Solutions,Skin + Coat Care Large Breed Adult Salmon Dry with Grains,dry,adult,large,Salmon,FALSE,"salmon meal, oatmeal, potatoes, whole oats, deboned salmon, canola oil (preserved with mixed tocopherols), apples, carrots, cranberries, monocalcium phosphate, natural flavour, calcium carbonate, flaxseed, salt, potassium chloride, dried chicory root, choline chloride, taurine, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, vitamins, minerals, glucosamine hydrochloride, L-lysine, New Zealand green mussels, chondroitin sulphate, yucca schidigera extract, L-carnitine, dried rosemary",fish,22.0,12.0,0,5.0,10.0,1.2,0.9,1.8,0.8,0,0,436,3968,large,"high-fiber,adult,large-breed,probiotics,joint-support,heart-health,l-carnitine,skin-coat-care,dry",11.34,99.99,8.82,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/3BfMw1KvIWpx5Xd9pGdZZm/fd705ac75bfb349d528c133f86f5d786/go-solutions-skin-coat-care-salmon-recipe-with-grains-for-large-breed-dogs.png,https://www.petvalu.ca/product/go-solutions-skin-coat-salmon-with-grains-recipe-large-breed-adult-dog-food/FCM06904,2026-03-21
Go-Solutions-Skin-Coat-Care-Large-Breed-Puppy-Salmon-Grains,Go! Solutions,Skin + Coat Care Large Breed Puppy Salmon Dry with Grains,dry,puppy,large,Salmon,FALSE,"salmon meal, oatmeal, whole oats, potatoes, de-boned salmon, canola oil (preserved with mixed tocopherols), apples, carrots, cranberries, monocalcium phosphate, calcium carbonate, flaxseed, salt, natural flavour, potassium chloride, dried chicory root, choline chloride, taurine, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, vitamins, minerals, marine microalgae oil, L-lysine, New Zealand green mussels, yucca schidigera extract, L-carnitine, dried rosemary",fish,28.0,15.0,0,4.0,10.0,1.2,1.0,2.3,1.1,0.3,0,458,4160,large,"puppy,large-breed,probiotics,heart-health,l-carnitine,skin-coat-care,dry",11.34,105.99,9.35,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/3XZnzh3Nd1u7lztVopslmN/fde1df2f7752967744bfdcf7f35e28b3/go-solutions-skin-coat-care-salmon-recipe-with-grains-for-large-breed-puppies.png,https://www.petvalu.ca/product/go-solutions-skin-coat-salmon-with-grains-recipe-large-breed-puppy-dog-food/FCM06905,2026-03-21
Go-Solutions-Skin-Coat-Care-Salmon-Grains,Go! Solutions,Skin + Coat Care Salmon Dry with Grains,dry,all,all,Salmon,FALSE,"salmon meal, oatmeal, potatoes, whole oats, de-boned salmon, canola oil (preserved with mixed tocopherols), apples, carrots, cranberries, monocalcium phosphate, calcium carbonate, natural flavour, flaxseed, salt, potassium chloride, dried chicory root, choline chloride, vitamins, minerals, taurine, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, L-lysine, yucca schidigera extract, dried rosemary",fish,22.0,12.0,6.9,5.0,10.0,1.2,1.0,1.8,0.8,0,0,427,3561,regular,"high-fiber,all-life-stages,probiotics,heart-health,skin-coat-care,dry",9.98,96.99,9.72,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/6Ye79lkrDME5vUc5rZEBAT/3c97f8cfbfef60dd3e83f53fa6d7ee24/go-solutions-skin-coat-care-salmon-recipe-with-grains-dry-dog-food.png,https://www.petvalu.ca/product/go-solutions-skin-coat-care-salmon-with-grains-recipe-dog-food/FCM02338,2026-03-21
Go-Solutions-Skin-Coat-Care-Turkey-Grains,Go! Solutions,Skin + Coat Care Turkey Dry with Grains,dry,all,all,Turkey,FALSE,"de-boned turkey, turkey meal, oatmeal, brown rice, whole oats, canola oil (preserved with mixed tocopherols), natural flavour, whole dried egg, coconut oil (preserved with mixed tocopherols), salmon oil, apples, carrots, cranberries, salt, potassium chloride, dried chicory root, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, vitamins, minerals, taurine, DL-methionine, L-lysine, yucca schidigera extract, dried rosemary","turkey,fish,egg",22.0,14.0,0,3.5,10.0,1.3,1.0,2.0,0.4,0,0,444,4038,regular,"all-life-stages,probiotics,heart-health,skin-coat,skin-coat-care,dry",9.98,89.99,9.02,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/7A2zlfH8TCVIoEGKovDzjp/0006582026966d0f643548a2fdd6f750/go-solutions-skin-coat-care-turkey-recipe-with-grains-for-dogs-recyclable.png,https://www.petvalu.ca/product/go-solutions-skin-coat-care-turkey-with-grains-recipe-dog-food/FCM04834,2026-03-21
Go-Solutions-Weight-Management-Joint-Care-Grain-Free-Chicken,Go! Solutions,Weight Management + Joint Care Chicken Grain-Free Dry,dry,adult,all,Chicken,TRUE,"de-boned chicken, peas, chicken meal, potatoes, chickpeas, tapioca, pea fibre, chicken fat (preserved with mixed tocopherols), flaxseed, suncured alfalfa, natural flavour, psyllium husk, potato flour, apples, tomato, carrots, salt, dried chicory root, vitamins, minerals, dried Enterococcus faecium fermentation product, dried Lactobacillus acidophilus fermentation product, taurine, DL-methionine, choline chloride, chicken cartilage (a source of chondroitin sulphate), glucosamine hydrochloride, chondroitin sulphate, New Zealand green mussels, L-carnitine, yucca schidigera extract, potassium chloride, dried rosemary",chicken,22.0,10.0,0,10.0,10.0,1.0,0.6,1.5,0.8,0,0,410,3732,regular,"low-fat,high-fiber,weight-management,grain-free,adult,probiotics,joint-support,heart-health,l-carnitine,dry",10.0,92.99,9.3,PetValu.ca,https://images.ctfassets.net/sa0sroutfts9/6g7gc5xD1lfQUVUdJwXnoA/45fe578d0ccd37cd2db3e267a1a39c92/go-solutions-weight-management-joint-care-chicken-recipe-for-dogs-modern-dog-badge.png,https://www.petvalu.ca/product/go-solutions-weight-management-joint-care-grain-free-chicken-recipe-adult-dog-food/FCM06391,2026-03-21
